읍면동명,코드
운정2동,3120057
운정3동,3120058
장호원읍,3121011
부발읍,3121012
신둔면,3121031
백사면,3121032
호법면,3121033
마장면,3121034
대월면,3121035
모가면,3121036
설성면,3121037
율면,3121038
창전동,3121051
중리동,3121052
관고동,3121053
증포동,3121054
공도읍,3122011
보개면,3122031
금광면,3122032
서운면,3122033
미양면,3122034
대덕면,3122035
양성면,3122036
원곡면,3122038
일죽면,3122039
죽산면,3122040
삼죽면,3122041
고삼면,3122042
안성1동,3122051
안성2동,3122052
안성3동,3122053
통진읍,3123011
고촌읍,3123012
양촌읍,3123013
대곶면,3123034
월곶면,3123035
하성면,3123036
사우동,3123053
풍무동,3123054
장기동,3123056
운양동,3123060
김포본동,3123061
장기본동,3123062
구래동,3123063
마산동,3123064
봉담읍,3124012
우정읍,3124013
향남읍,3124014
남양읍,3124015
매송면,3124031
비봉면,3124033
마도면,3124035
송산면,3124036
서신면,3124037
팔탄면,3124038
장안면,3124039
양감면,3124042
정남면,3124043
진안동,3124052
병점1동,3124053
병점2동,3124054
반월동,3124055
기배동,3124056
화산동,3124057
동탄2동,3124060
동탄1동,3124061
동탄3동,3124062
동탄4동,3124064
동탄5동,3124065
새솔동,3124067
동탄7동,3124069
동탄6동,3124070
동탄8동,3124071
오포읍,3125011
초월읍,3125012
곤지암읍,3125014
도척면,3125034
퇴촌면,3125035
남종면,3125036
남한산성면,3125038
경안동,3125051
송정동,3125052
광남동,3125053
백석읍,3126011
은현면,3126031
남면,3126032
광적면,3126033
장흥면,3126034
양주1동,3126051
양주2동,3126052
회천1동,3126053
회천2동,3126054
회천3동,3126055
회천4동,3126056
소흘읍,3127011
군내면,3127031
내촌면,3127032
가산면,3127033
신북면,3127034
창수면,3127035
영중면,3127036
일동면,3127037
이동면,3127038
영북면,3127039
관인면,3127040
화현면,3127041
포천동,3127051
선단동,3127052
가남읍,3128011
점동면,3128031
능서면,3128032
흥천면,3128033
금사면,3128034
산북면,3128035
대신면,3128036
북내면,3128037
강천면,3128038
여흥동,3128051
중앙동,3128052
오학동,3128053
연천읍,3135011
전곡읍,3135012
군남면,3135031
청산면,3135032
백학면,3135033
미산면,3135034
왕징면,3135035
신서면,3135036
중면,3135037
장남면,3135038
가평읍,3137011
설악면,3137031
청평면,3137032
상면,3137033
북면,3137035
조종면,3137036
양평읍,3138011
강상면,3138031
강하면,3138032
양서면,3138033
옥천면,3138034
서종면,3138035
단월면,3138036
청운면,3138037
양동면,3138038
지평면,3138039
용문면,3138040
개군면,3138041
신북읍,3201011
동면,3201031
동산면,3201032
신동면,3201033
동내면,3201034
남면,3201035
남산면,3201036
서면,3201037
사북면,3201038
북산면,3201039
교동,3201052
조운동,3201053
약사명동,3201054
근화동,3201057
소양동,3201058
후평1동,3201060
후평2동,3201061
후평3동,3201062
효자1동,3201063
효자2동,3201064
효자3동,3201065
석사동,3201066
퇴계동,3201067
강남동,3201068
신사우동,3201071
문막읍,3202011
소초면,3202031
호저면,3202032
지정면,3202033
부론면,3202034
귀래면,3202035
흥업면,3202036
판부면,3202037
신림면,3202038
중앙동,3202051
원인동,3202052
개운동,3202053
명륜1동,3202054
명륜2동,3202055
단구동,3202056
일산동,3202057
학성동,3202058
단계동,3202060
우산동,3202061
태장1동,3202062
태장2동,3202063
봉산동,3202064
행구동,3202066
무실동,3202067
반곡관설동,3202068
주문진읍,3203011
성산면,3203031
왕산면,3203032
구정면,3203033
강동면,3203034
옥계면,3203035
사천면,3203036
연곡면,3203037
홍제동,3203051
중앙동,3203052
옥천동,3203054
교1동,3203055
교2동,3203056
포남1동,3203057
포남2동,3203058
초당동,3203059
송정동,3203060
내곡동,3203061
강남동,3203062
성덕동,3203065
경포동,3203067
천곡동,3204051
송정동,3204052
북삼동,3204053
부곡동,3204054
동호동,3204055
발한동,3204057
묵호동,3204059
북평동,3204060
망상동,3204063
삼화동,3204065
황지동,3205051
황연동,3205052
삼수동,3205053
상장동,3205054
구문소동,3205055
장성동,3205056
철암동,3205058
문곡소도동,3205062
영랑동,3206051
동명동,3206052
금호동,3206054
교동,3206056
노학동,3206057
조양동,3206058
청호동,3206059
대포동,3206060
도계읍,3207011
원덕읍,3207012
근덕면,3207031
하장면,3207032
노곡면,3207033
미로면,3207034
가곡면,3207035
신기면,3207036
남양동,3207051
성내동,3207052
교동,3207053
정라동,3207054
홍천읍,3231011
화촌면,3231031
두촌면,3231032
내촌면,3231033
서석면,3231034
동면,3231035
남면,3231036
서면,3231037
북방면,3231038
내면,3231039
횡성읍,3232011
우천면,3232031
안흥면,3232032
둔내면,3232033
갑천면,3232034
청일면,3232035
공근면,3232036
서원면,3232037
강림면,3232038
영월읍,3233011
상동읍,3233012
중동면,3233031
북면,3233033
남면,3233034
주천면,3233036
김삿갓면,3233038
한반도면,3233039
무릉도원면,3233040
평창읍,3234011
미탄면,3234031
방림면,3234032
대화면,3234033
봉평면,3234034
용평면,3234035
진부면,3234036
대관령면,3234037
정선읍,3235011
고한읍,3235012
사북읍,3235013
신동읍,3235014
남면,3235032
북평면,3235034
임계면,3235035
화암면,3235036
여량면,3235037
철원읍,3236011
김화읍,3236012
갈말읍,3236013
동송읍,3236014
근북면,3236021
근동면,3236026
원동면,3236027
원남면,3236028
임남면,3236029
서면,3236031
근남면,3236032
화천읍,3237011
간동면,3237031
하남면,3237032
상서면,3237033
사내면,3237034
양구읍,3238011
남면,3238031
동면,3238032
방산면,3238033
해안면,3238034
인제읍,3239011
남면,3239031
북면,3239032
기린면,3239033
서화면,3239034
상남면,3239035
간성읍,3240011
거진읍,3240012
수동면,3240026
현내면,3240031
죽왕면,3240032
토성면,3240033
양양읍,3241011
서면,3241031
손양면,3241032
현북면,3241033
현남면,3241034
강현면,3241035
주덕읍,3302011
살미면,3302031
수안보면,3302032
신니면,3302034
노은면,3302035
앙성면,3302036
금가면,3302038
동량면,3302039
산척면,3302040
엄정면,3302041
소태면,3302042
대소원면,3302043
중앙탑면,3302044
성내·충인동,3302051
교현·안림동,3302053
교현2동,3302054
용산동,3302055
지현동,3302056
문화동,3302057
호암·직동,3302058
달천동,3302060
봉방동,3302061
칠금·금릉동,3302062
연수동,3302063
목행·용탄동,3302064
봉양읍,3303011
금성면,3303031
청풍면,3303032
수산면,3303033
덕산면,3303034
한수면,3303035
백운면,3303036
송학면,3303037
교동,3303051
용두동,3303056
청전동,3303059
화산동,3303060
남현동,3303070
영서동,3303071
신백동,3303072
의림지동,3303073
중앙동,3303074
낭성면,3304131
미원면,3304132
가덕면,3304133
남일면,3304134
문의면,3304135
중앙동,3304151
성안동,3304152
탑·대성동,3304153
영운동,3304154
금천동,3304155
용담·명암·산성동,3304156
용암1동,3304157
용암2동,3304158
남이면,3304231
현도면,3304232
사직1동,3304251
사직2동,3304252
사창동,3304253
모충동,3304254
산남동,3304255
분평동,3304256
수곡1동,3304257
수곡2동,3304258
성화·개신·죽림동,3304259
오송읍,3304311
강내면,3304331
옥산면,3304332
운천·신봉동,3304351
복대1동,3304352
복대2동,3304353
가경동,3304354
봉명1동,3304355
봉명2·송정동,3304356
강서1동,3304357
강서2동,3304358
내수읍,3304411
오창읍,3304412
북이면,3304431
오근장동,3304451
우암동,3304452
내덕1동,3304453
내덕2동,3304454
율량·사천동,3304455
보은읍,3332011
속리산면,3332031
장안면,3332032
마로면,3332033
탄부면,3332034
삼승면,3332035
수한면,3332036
회남면,3332037
회인면,3332038
내북면,3332039
산외면,3332040
옥천읍,3333011
동이면,3333031
안남면,3333032
안내면,3333033
청성면,3333034
청산면,3333035
이원면,3333036
군서면,3333037
군북면,3333038
영동읍,3334011
용산면,3334031
황간면,3334032
추풍령면,3334033
매곡면,3334034
상촌면,3334035
양강면,3334036
용화면,3334037
학산면,3334038
양산면,3334039
심천면,3334040
진천읍,3335011
덕산읍,3335012
초평면,3335032
문백면,3335033
백곡면,3335034
이월면,3335035
광혜원면,3335036
괴산읍,3336011
감물면,3336031
장연면,3336032
연풍면,3336033
칠성면,3336034
문광면,3336035
청천면,3336036
청안면,3336037
사리면,3336038
소수면,3336039
불정면,3336040
음성읍,3337011
금왕읍,3337012
소이면,3337031
원남면,3337032
맹동면,3337033
대소면,3337034
삼성면,3337035
생극면,3337036
감곡면,3337037
단양읍,3338011
매포읍,3338012
단성면,3338031
대강면,3338032
가곡면,3338033
영춘면,3338034
어상천면,3338035
적성면,3338036
증평읍,3339014
도안면,3339031
목천읍,3401111
풍세면,3401131
광덕면,3401132
북면,3401133
성남면,3401134
수신면,3401135
병천면,3401136
동면,3401137
중앙동,3401151
문성동,3401152
원성1동,3401153
원성2동,3401154
봉명동,3401155
일봉동,3401156
신방동,3401157
청룡동,3401158
신안동,3401159
성환읍,3401211
성거읍,3401212
직산읍,3401213
입장면,3401231
성정1동,3401251
성정2동,3401252
쌍용1동,3401253
쌍용2동,3401254
쌍용3동,3401255
백석동,3401258
불당동,3401259
부성1동,3401260
부성2동,3401261
유구읍,3402011
이인면,3402031
탄천면,3402032
계룡면,3402033
반포면,3402034
의당면,3402036
정안면,3402037
우성면,3402038
사곡면,3402039
신풍면,3402040
중학동,3402051
금학동,3402055
옥룡동,3402056
신관동,3402057
웅진동,3402058
월송동,3402059
웅천읍,3403011
주포면,3403031
주교면,3403032
오천면,3403033
천북면,3403034
청소면,3403035
청라면,3403036
남포면,3403037
주산면,3403038
미산면,3403039
성주면,3403040
대천1동,3403051
대천2동,3403052
대천3동,3403053
대천4동,3403054
대천5동,3403056
염치읍,3404011
배방읍,3404012
송악면,3404031
탕정면,3404033
음봉면,3404034
둔포면,3404035
영인면,3404036
인주면,3404037
선장면,3404038
도고면,3404039
신창면,3404040
온양1동,3404051
온양2동,3404052
온양3동,3404053
온양4동,3404054
온양5동,3404055
온양6동,3404056
대산읍,3405011
인지면,3405031
부석면,3405032
팔봉면,3405033
지곡면,3405034
성연면,3405035
음암면,3405036
운산면,3405037
해미면,3405038
고북면,3405039
부춘동,3405051
동문1동,3405052
동문2동,3405053
수석동,3405054
석남동,3405055
강경읍,3406011
연무읍,3406012
성동면,3406031
광석면,3406032
노성면,3406033
상월면,3406034
부적면,3406035
연산면,3406036
벌곡면,3406037
양촌면,3406038
가야곡면,3406039
은진면,3406040
채운면,3406041
취암동,3406051
부창동,3406052
두마면,3407031
엄사면,3407033
신도안면,3407034
금암동,3407051
합덕읍,3408011
송악읍,3408012
고대면,3408031
석문면,3408032
대호지면,3408033
정미면,3408034
면천면,3408035
순성면,3408036
우강면,3408037
신평면,3408038
송산면,3408039
당진1동,3408051
당진2동,3408052
당진3동,3408053
금산읍,3431011
금성면,3431031
제원면,3431032
부리면,3431033
군북면,3431034
남일면,3431035
남이면,3431036
진산면,3431037
복수면,3431038
추부면,3431039
부여읍,3433011
규암면,3433031
은산면,3433032
외산면,3433033
내산면,3433034
구룡면,3433035
홍산면,3433036
옥산면,3433037
남면,3433038
충화면,3433039
양화면,3433040
임천면,3433041
장암면,3433042
세도면,3433043
석성면,3433044
초촌면,3433045
장항읍,3434011
서천읍,3434012
마서면,3434031
화양면,3434032
기산면,3434033
한산면,3434034
마산면,3434035
시초면,3434036
문산면,3434037
판교면,3434038
종천면,3434039
비인면,3434040
서면,3434041
청양읍,3435011
운곡면,3435031
대치면,3435032
정산면,3435033
목면,3435034
청남면,3435035
장평면,3435036
남양면,3435037
화성면,3435038
비봉면,3435039
홍성읍,3436011
광천읍,3436012
홍북읍,3436013
금마면,3436032
홍동면,3436033
장곡면,3436034
은하면,3436035
결성면,3436036
서부면,3436037
갈산면,3436038
구항면,3436039
예산읍,3437011
삽교읍,3437012
대술면,3437031
신양면,3437032
광시면,3437033
대흥면,3437034
응봉면,3437035
덕산면,3437036
봉산면,3437037
고덕면,3437038
신암면,3437039
오가면,3437040
태안읍,3438011
안면읍,3438012
고남면,3438031
남면,3438032
근흥면,3438033
소원면,3438034
원북면,3438035
이원면,3438036
동서학동,3501160
서서학동,3501161
중화산1동,3501162
중화산2동,3501163
평화1동,3501164
평화2동,3501165
서신동,3501166
삼천1동,3501167
삼천2동,3501168
삼천3동,3501169
효자1동,3501170
효자2동,3501171
효자3동,3501172
중앙동,3501174
풍남동,3501175
노송동,3501176
완산동,3501177
효자4동,3501178
효자5동,3501179
인후1동,3501254
인후2동,3501255
인후3동,3501256
덕진동,3501257
금암1동,3501258
금암2동,3501259
팔복동,3501260
우아1동,3501261
우아2동,3501262
호성동,3501263
송천1동,3501265
송천2동,3501266
조촌동,3501267
진북동,3501269
혁신동,3501270
여의동,3501271
옥구읍,3502011
옥산면,3502031
회현면,3502032
임피면,3502033
서수면,3502034
대야면,3502035
개정면,3502036
성산면,3502037
나포면,3502038
옥도면,3502039
옥서면,3502040
해신동,3502051
월명동,3502053
신풍동,3502055
삼학동,3502056
중앙동,3502060
흥남동,3502064
조촌동,3502065
경암동,3502066
구암동,3502067
개정동,3502068
수송동,3502069
나운1동,3502070
나운2동,3502071
소룡동,3502072
미성동,3502073
나운3동,3502074
함열읍,3503011
오산면,3503031
황등면,3503032
함라면,3503033
웅포면,3503034
성당면,3503035
용안면,3503036
낭산면,3503037
망성면,3503038
여산면,3503039
금마면,3503040
왕궁면,3503041
춘포면,3503042
삼기면,3503043
용동면,3503044
중앙동,3503051
평화동,3503053
인화동,3503055
동산동,3503057
마동,3503058
남중동,3503059
모현동,3503061
송학동,3503062
신동,3503065
영등1동,3503066
팔봉동,3503069
삼성동,3503070
영등2동,3503071
어양동,3503072
신태인읍,3504011
북면,3504031
입암면,3504032
소성면,3504033
고부면,3504034
영원면,3504035
덕천면,3504036
이평면,3504037
정우면,3504038
태인면,3504039
감곡면,3504040
옹동면,3504041
칠보면,3504042
산내면,3504043
산외면,3504044
수성동,3504051
장명동,3504052
내장상동,3504053
시기동,3504054
연지동,3504057
농소동,3504058
상교동,3504059
초산동,3504060
운봉읍,3505011
주천면,3505031
수지면,3505032
송동면,3505033
주생면,3505034
금지면,3505035
대강면,3505036
대산면,3505037
사매면,3505038
덕과면,3505039
보절면,3505040
산동면,3505041
이백면,3505042
인월면,3505043
아영면,3505044
산내면,3505045
동충동,3505051
죽항동,3505052
노암동,3505054
금동,3505055
왕정동,3505056
향교동,3505057
도통동,3505059
만경읍,3506011
죽산면,3506031
백산면,3506032
용지면,3506033
백구면,3506034
부량면,3506035
공덕면,3506036
청하면,3506037
성덕면,3506038
진봉면,3506039
금구면,3506040
봉남면,3506041
황산면,3506042
금산면,3506043
광활면,3506044
요촌동,3506051
신풍동,3506052
검산동,3506054
교월동,3506058
삼례읍,3531011
봉동읍,3531012
용진읍,3531013
상관면,3531032
이서면,3531033
소양면,3531034
구이면,3531035
고산면,3531036
비봉면,3531037
운주면,3531038
화산면,3531039
동상면,3531040
경천면,3531041
진안읍,3532011
용담면,3532031
안천면,3532032
동향면,3532033
상전면,3532034
백운면,3532035
성수면,3532036
마령면,3532037
부귀면,3532038
정천면,3532039
주천면,3532040
무주읍,3533011
무풍면,3533031
설천면,3533032
적상면,3533033
안성면,3533034
부남면,3533035
장수읍,3534011
산서면,3534031
번암면,3534032
장계면,3534033
천천면,3534034
계남면,3534035
계북면,3534036
임실읍,3535011
청웅면,3535031
운암면,3535032
신평면,3535033
성수면,3535034
오수면,3535035
신덕면,3535036
삼계면,3535037
관촌면,3535038
강진면,3535039
덕치면,3535040
지사면,3535041
순창읍,3536011
인계면,3536031
동계면,3536032
적성면,3536033
유등면,3536034
풍산면,3536035
금과면,3536036
팔덕면,3536037
복흥면,3536038
쌍치면,3536039
구림면,3536040
고창읍,3537011
고수면,3537031
아산면,3537032
무장면,3537033
공음면,3537034
상하면,3537035
해리면,3537036
성송면,3537037
대산면,3537038
심원면,3537039
흥덕면,3537040
성내면,3537041
신림면,3537042
부안면,3537043
부안읍,3538011
주산면,3538031
동진면,3538032
행안면,3538033
계화면,3538034
보안면,3538035
변산면,3538036
진서면,3538037
백산면,3538038
상서면,3538039
하서면,3538040
줄포면,3538041
위도면,3538042
용당1동,3601051
용당2동,3601052
연동,3601053
산정동,3601055
연산동,3601056
원산동,3601057
대성동,3601058
목원동,3601060
동명동,3601062
삼학동,3601063
만호동,3601064
유달동,3601065
죽교동,3601067
북항동,3601068
용해동,3601069
이로동,3601070
상동,3601071
하당동,3601072
신흥동,3601073
삼향동,3601074
옥암동,3601075
부흥동,3601076
부주동,3601077
돌산읍,3602011
소라면,3602031
율촌면,3602032
화양면,3602033
남면,3602034
화정면,3602035
삼산면,3602036
동문동,3602051
한려동,3602052
중앙동,3602053
충무동,3602054
광림동,3602055
서강동,3602056
대교동,3602057
국동,3602058
월호동,3602059
여서동,3602060
문수동,3602061
미평동,3602062
둔덕동,3602063
만덕동,3602064
쌍봉동,3602065
시전동,3602066
여천동,3602067
주삼동,3602068
삼일동,3602069
묘도동,3602070
승주읍,3603011
주암면,3603031
송광면,3603032
외서면,3603033
낙안면,3603034
별량면,3603035
상사면,3603036
해룡면,3603037
서면,3603038
황전면,3603039
월등면,3603040
향동,3603051
매곡동,3603054
삼산동,3603055
조곡동,3603056
덕연동,3603057
풍덕동,3603058
남제동,3603059
저전동,3603060
장천동,3603061
중앙동,3603062
도사동,3603063
왕조1동,3603066
왕조2동,3603067
남평읍,3604011
세지면,3604031
왕곡면,3604032
반남면,3604033
공산면,3604034
동강면,3604035
다시면,3604036
문평면,3604037
노안면,3604038
금천면,3604039
산포면,3604040
다도면,3604041
봉황면,3604042
송월동,3604051
영강동,3604052
금남동,3604054
성북동,3604055
영산동,3604058
이창동,3604060
빛가람동,3604061
광양읍,3606011
봉강면,3606031
옥룡면,3606032
옥곡면,3606033
진상면,3606034
진월면,3606035
다압면,3606036
골약동,3606051
중마동,3606053
광영동,3606054
태인동,3606055
금호동,3606056
담양읍,3631011
봉산면,3631031
고서면,3631032
창평면,3631034
대덕면,3631035
무정면,3631036
금성면,3631037
용면,3631038
월산면,3631039
수북면,3631040
대전면,3631041
가사문학면,3631042
곡성읍,3632011
오곡면,3632031
삼기면,3632032
석곡면,3632033
목사동면,3632034
죽곡면,3632035
고달면,3632036
옥과면,3632037
입면,3632038
겸면,3632039
오산면,3632040
구례읍,3633011
문척면,3633031
간전면,3633032
토지면,3633033
마산면,3633034
광의면,3633035
용방면,3633036
산동면,3633037
고흥읍,3635011
도양읍,3635012
풍양면,3635031
도덕면,3635032
금산면,3635033
도화면,3635034
포두면,3635035
봉래면,3635036
동일면,3635037
점암면,3635038
영남면,3635039
과역면,3635040
남양면,3635041
동강면,3635042
대서면,3635043
두원면,3635044
보성읍,3636011
벌교읍,3636012
노동면,3636031
미력면,3636032
겸백면,3636033
율어면,3636034
복내면,3636035
문덕면,3636036
조성면,3636037
득량면,3636038
회천면,3636039
웅치면,3636040
화순읍,3637011
한천면,3637031
춘양면,3637032
청풍면,3637033
이양면,3637034
능주면,3637035
도곡면,3637036
도암면,3637037
이서면,3637038
동복면,3637040
동면,3637042
백아면,3637043
사평면,3637044
장흥읍,3638011
관산읍,3638012
대덕읍,3638013
용산면,3638031
안양면,3638032
장동면,3638033
장평면,3638034
유치면,3638035
부산면,3638036
회진면,3638037
강진읍,3639011
군동면,3639031
칠량면,3639032
대구면,3639033
마량면,3639034
도암면,3639035
신전면,3639036
성전면,3639037
작천면,3639038
병영면,3639039
옴천면,3639040
해남읍,3640011
삼산면,3640031
화산면,3640032
현산면,3640033
송지면,3640034
북평면,3640035
북일면,3640036
옥천면,3640037
계곡면,3640038
마산면,3640039
황산면,3640040
산이면,3640041
문내면,3640042
화원면,3640043
영암읍,3641011
삼호읍,3641012
덕진면,3641031
금정면,3641032
신북면,3641033
시종면,3641034
도포면,3641035
군서면,3641036
서호면,3641037
학산면,3641038
미암면,3641039
무안읍,3642011
일로읍,3642012
삼향읍,3642013
몽탄면,3642032
청계면,3642033
현경면,3642034
망운면,3642035
해제면,3642036
운남면,3642037
함평읍,3643011
손불면,3643031
신광면,3643032
학교면,3643033
엄다면,3643034
대동면,3643035
나산면,3643036
해보면,3643037
월야면,3643038
영광읍,3644011
백수읍,3644012
홍농읍,3644013
대마면,3644031
묘량면,3644032
불갑면,3644033
군서면,3644034
군남면,3644035
염산면,3644036
법성면,3644037
낙월면,3644038
장성읍,3645011
진원면,3645031
남면,3645032
동화면,3645033
삼서면,3645034
삼계면,3645035
황룡면,3645036
서삼면,3645037
북일면,3645038
북이면,3645039
북하면,3645040
완도읍,3646011
금일읍,3646012
노화읍,3646013
군외면,3646031
신지면,3646032
고금면,3646033
약산면,3646034
청산면,3646035
소안면,3646036
금당면,3646037
보길면,3646038
생일면,3646039
진도읍,3647011
군내면,3647031
고군면,3647032
의신면,3647033
임회면,3647034
지산면,3647035
조도면,3647036
지도읍,3648011
압해읍,3648012
증도면,3648031
임자면,3648032
자은면,3648033
비금면,3648034
도초면,3648035
흑산면,3648036
하의면,3648037
신의면,3648038
장산면,3648039
안좌면,3648040
팔금면,3648041
암태면,3648042
구룡포읍,3701111
연일읍,3701112
오천읍,3701113
대송면,3701131
동해면,3701132
장기면,3701133
호미곶면,3701135
송도동,3701155
청림동,3701156
제철동,3701157
효곡동,3701158
대이동,3701159
상대동,3701160
해도동,3701161
흥해읍,3701211
신광면,3701231
청하면,3701232
송라면,3701233
기계면,3701234
죽장면,3701235
기북면,3701236
양학동,3701258
용흥동,3701261
우창동,3701263
두호동,3701264
장량동,3701265
환여동,3701266
중앙동,3701267
죽도동,3701268
감포읍,3702011
안강읍,3702012
건천읍,3702013
외동읍,3702014
양북면,3702031
양남면,3702032
내남면,3702033
산내면,3702034
서면,3702035
현곡면,3702036
강동면,3702037
천북면,3702038
중부동,3702051
성건동,3702055
월성동,3702058
선도동,3702059
용강동,3702062
황성동,3702063
동천동,3702064
불국동,3702066
보덕동,3702067
황오동,3702068
황남동,3702069
아포읍,3703011
농소면,3703031
남면,3703032
개령면,3703033
감문면,3703034
어모면,3703035
봉산면,3703036
대항면,3703037
감천면,3703038
조마면,3703039
구성면,3703040
지례면,3703041
부항면,3703042
대덕면,3703043
증산면,3703044
양금동,3703055
대신동,3703056
대곡동,3703058
지좌동,3703059
자산동,3703060
평화남산동,3703061
율곡동,3703062
풍산읍,3704011
와룡면,3704031
북후면,3704032
서후면,3704033
풍천면,3704034
일직면,3704035
남후면,3704036
남선면,3704037
임하면,3704038
길안면,3704039
임동면,3704040
예안면,3704041
도산면,3704042
녹전면,3704043
중구동,3704051
명륜동,3704052
용상동,3704054
태화동,3704056
평화동,3704058
안기동,3704059
옥동,3704060
송하동,3704061
서구동,3704062
강남동,3704063
선산읍,3705011
고아읍,3705012
무을면,3705031
옥성면,3705032
도개면,3705033
해평면,3705034
산동면,3705035
장천면,3705036
송정동,3705051
원평1동,3705052
원평2동,3705053
도량동,3705055
지산동,3705056
선주원남동,3705057
형곡1동,3705059
형곡2동,3705060
신평1동,3705061
신평2동,3705062
비산동,3705063
공단1동,3705064
공단2동,3705065
광평동,3705066
상모사곡동,3705067
임오동,3705069
인동동,3705070
진미동,3705071
양포동,3705072
풍기읍,3706011
이산면,3706031
평은면,3706032
문수면,3706033
장수면,3706034
안정면,3706035
봉현면,3706036
순흥면,3706037
단산면,3706038
부석면,3706039
상망동,3706051
하망동,3706053
영주1동,3706055
영주2동,3706058
휴천1동,3706059
휴천2동,3706060
휴천3동,3706061
가흥1동,3706062
가흥2동,3706063
금호읍,3707011
청통면,3707031
신녕면,3707032
화산면,3707033
화북면,3707034
화남면,3707035
자양면,3707036
임고면,3707037
고경면,3707038
북안면,3707039
대창면,3707040
동부동,3707051
중앙동,3707052
서부동,3707053
완산동,3707054
남부동,3707055
함창읍,3708011
중동면,3708032
낙동면,3708033
청리면,3708034
공성면,3708035
외남면,3708036
내서면,3708037
모동면,3708038
모서면,3708039
화동면,3708040
화서면,3708041
화북면,3708042
외서면,3708043
은척면,3708044
공검면,3708045
이안면,3708046
화남면,3708047
사벌국면,3708048
남원동,3708052
북문동,3708053
계림동,3708054
동문동,3708055
동성동,3708056
신흥동,3708057
문경읍,3709011
가은읍,3709012
영순면,3709031
산양면,3709032
호계면,3709033
산북면,3709034
동로면,3709035
마성면,3709036
농암면,3709037
점촌1동,3709057
점촌2동,3709058
점촌3동,3709059
점촌4동,3709060
점촌5동,3709061
하양읍,3710011
진량읍,3710012
압량읍,3710013
와촌면,3710031
자인면,3710032
용성면,3710033
남산면,3710034
남천면,3710036
중앙동,3710051
동부동,3710052
서부1동,3710053
남부동,3710054
북부동,3710055
중방동,3710056
서부2동,3710057
군위읍,3731011
소보면,3731031
효령면,3731032
부계면,3731033
우보면,3731034
의흥면,3731035
산성면,3731036
고로면,3731037
의성읍,3732011
단촌면,3732031
점곡면,3732032
옥산면,3732033
사곡면,3732034
춘산면,3732035
가음면,3732036
금성면,3732037
봉양면,3732038
비안면,3732039
구천면,3732040
단밀면,3732041
단북면,3732042
안계면,3732043
다인면,3732044
신평면,3732045
안평면,3732046
안사면,3732047
청송읍,3733011
부남면,3733032
현동면,3733033
현서면,3733034
안덕면,3733035
파천면,3733036
진보면,3733037
주왕산면,3733038
영양읍,3734011
입암면,3734031
청기면,3734032
일월면,3734033
수비면,3734034
석보면,3734035
영덕읍,3735011
강구면,3735031
남정면,3735032
달산면,3735033
지품면,3735034
축산면,3735035
영해면,3735036
병곡면,3735037
창수면,3735038
화양읍,3736011
청도읍,3736012
각남면,3736031
풍각면,3736032
각북면,3736033
이서면,3736034
운문면,3736035
금천면,3736036
매전면,3736037
대가야읍,3737012
덕곡면,3737031
운수면,3737032
성산면,3737033
다산면,3737034
개진면,3737035
우곡면,3737036
쌍림면,3737037
성주읍,3738011
선남면,3738031
용암면,3738032
수륜면,3738033
가천면,3738034
금수면,3738035
대가면,3738036
벽진면,3738037
초전면,3738038
월항면,3738039
왜관읍,3739011
북삼읍,3739012
석적읍,3739013
지천면,3739031
동명면,3739032
가산면,3739033
약목면,3739036
기산면,3739037
예천읍,3740011
용문면,3740031
감천면,3740034
보문면,3740035
호명면,3740036
유천면,3740037
용궁면,3740038
개포면,3740039
지보면,3740040
풍양면,3740041
효자면,3740042
은풍면,3740043
봉화읍,3741011
물야면,3741031
봉성면,3741032
법전면,3741033
춘양면,3741034
소천면,3741035
석포면,3741036
재산면,3741037
명호면,3741038
상운면,3741039
울진읍,3742011
평해읍,3742012
북면,3742031
근남면,3742033
기성면,3742035
온정면,3742036
죽변면,3742037
후포면,3742038
금강송면,3742039
매화면,3742040
울릉읍,3743011
서면,3743031
북면,3743032
문산읍,3803011
내동면,3803031
정촌면,3803032
금곡면,3803033
진성면,3803034
일반성면,3803035
이반성면,3803036
사봉면,3803037
지수면,3803038
대곡면,3803039
금산면,3803040
집현면,3803041
미천면,3803042
명석면,3803043
대평면,3803044
수곡면,3803045
상평동,3803065
초장동,3803066
평거동,3803067
신안동,3803068
이현동,3803069
판문동,3803070
가호동,3803071
천전동,3803072
성북동,3803073
중앙동,3803074
상봉동,3803075
충무공동,3803076
상대동,3803077
하대동,3803078
산양읍,3805011
용남면,3805031
도산면,3805032
광도면,3805033
욕지면,3805034
한산면,3805035
사량면,3805036
명정동,3805052
중앙동,3805053
정량동,3805054
북신동,3805055
무전동,3805056
도천동,3805062
미수동,3805063
봉평동,3805064
사천읍,3806011
정동면,3806031
사남면,3806032
용현면,3806033
축동면,3806034
곤양면,3806035
곤명면,3806036
서포면,3806037
동서동,3806051
선구동,3806052
동서금동,3806053
벌용동,3806055
향촌동,3806057
남양동,3806059
진영읍,3807011
주촌면,3807032
진례면,3807033
한림면,3807034
생림면,3807035
상동면,3807036
대동면,3807037
동상동,3807051
회현동,3807052
부원동,3807053
내외동,3807054
북부동,3807055
칠산서부동,3807056
활천동,3807058
삼안동,3807059
불암동,3807060
장유1동,3807061
장유2동,3807062
장유3동,3807063
삼랑진읍,3808011
