observation_location,time,pm2_5,pm10,ozone
"[37.44, 126.766]",2020-12-11 03:00:00,99.15,106.77,0.0
"[37.44, 126.766]",2020-12-11 04:00:00,113.15,120.15,0.0
"[37.44, 126.766]",2020-12-11 05:00:00,119.36,126.21,0.0
"[37.44, 126.766]",2020-12-11 06:00:00,122.39,129.61,0.0
"[37.44, 126.766]",2020-12-11 07:00:00,128.2,136.74,0.0
"[37.44, 126.766]",2020-12-11 08:00:00,138.15,148.66,0.0
"[37.44, 126.766]",2020-12-11 09:00:00,143.71,156.31,0.06
"[37.44, 126.766]",2020-12-11 10:00:00,130.22,144.35,0.79
"[37.44, 126.766]",2020-12-11 11:00:00,120.93,136.28,2.26
"[37.44, 126.766]",2020-12-11 12:00:00,111.39,127.71,4.11
"[37.44, 126.766]",2020-12-11 13:00:00,53.3,62.96,20.56
"[37.44, 126.766]",2020-12-11 14:00:00,35.49,42.08,30.76
"[37.44, 126.766]",2020-12-11 15:00:00,21.11,25.05,30.4
"[37.44, 126.766]",2020-12-11 16:00:00,23.56,27.43,5.81
"[37.44, 126.766]",2020-12-11 17:00:00,32.53,37.18,0.19
"[37.44, 126.766]",2020-12-11 18:00:00,40.52,45.69,0.0
"[37.44, 126.766]",2020-12-11 19:00:00,49.84,56.01,0.0
"[37.44, 126.766]",2020-12-11 20:00:00,61.47,69.66,0.0
"[37.44, 126.766]",2020-12-11 21:00:00,74.0,84.51,0.0
"[37.44, 126.766]",2020-12-11 22:00:00,88.28,101.26,0.0
"[37.44, 126.766]",2020-12-11 23:00:00,98.83,113.08,0.0
"[37.44, 126.766]",2020-12-12 00:00:00,97.78,112.37,0.0
"[37.44, 126.766]",2020-12-12 01:00:00,84.03,97.96,0.15
"[37.44, 126.766]",2020-12-12 02:00:00,71.33,83.64,3.71
"[37.44, 126.766]",2020-12-12 03:00:00,65.6,76.65,12.16
"[37.44, 126.766]",2020-12-12 04:00:00,61.93,72.22,17.88
"[37.44, 126.766]",2020-12-12 05:00:00,59.5,69.59,17.17
"[37.44, 126.766]",2020-12-12 06:00:00,58.37,68.75,10.1
"[37.44, 126.766]",2020-12-12 07:00:00,59.65,70.8,0.63
"[37.44, 126.766]",2020-12-12 08:00:00,60.3,72.53,0.01
"[37.44, 126.766]",2020-12-12 09:00:00,57.69,70.73,2.53
"[37.44, 126.766]",2020-12-12 10:00:00,51.21,64.31,13.41
"[37.44, 126.766]",2020-12-12 11:00:00,42.8,54.33,26.82
"[37.44, 126.766]",2020-12-12 12:00:00,29.44,37.73,46.49
"[37.44, 126.766]",2020-12-12 13:00:00,13.44,18.5,80.82
"[37.44, 126.766]",2020-12-12 14:00:00,10.57,15.46,87.98
"[37.44, 126.766]",2020-12-12 15:00:00,10.33,15.62,87.26
"[37.44, 126.766]",2020-12-12 16:00:00,13.11,19.34,45.78
"[37.44, 126.766]",2020-12-12 17:00:00,17.19,24.78,5.36
"[37.44, 126.766]",2020-12-12 18:00:00,19.95,29.15,0.01
"[37.44, 126.766]",2020-12-12 19:00:00,23.33,34.56,0.0
"[37.44, 126.766]",2020-12-12 20:00:00,25.75,39.14,0.0
"[37.44, 126.766]",2020-12-12 21:00:00,26.99,42.47,0.0
"[37.44, 126.766]",2020-12-12 22:00:00,29.02,46.49,0.0
"[37.44, 126.766]",2020-12-12 23:00:00,31.61,50.25,0.0
"[37.44, 126.766]",2020-12-13 00:00:00,33.06,51.94,0.0
"[37.44, 126.766]",2020-12-13 01:00:00,33.4,51.47,0.0
"[37.44, 126.766]",2020-12-13 02:00:00,35.16,52.24,0.0
"[37.44, 126.766]",2020-12-13 03:00:00,39.03,55.11,0.0
"[37.44, 126.766]",2020-12-13 04:00:00,42.06,56.33,0.0
"[37.44, 126.766]",2020-12-13 05:00:00,43.98,55.8,0.0
"[37.44, 126.766]",2020-12-13 06:00:00,44.68,54.35,0.0
"[37.44, 126.766]",2020-12-13 07:00:00,37.44,46.94,0.0
"[37.44, 126.766]",2020-12-13 08:00:00,34.87,44.09,0.0
"[37.44, 126.766]",2020-12-13 09:00:00,33.5,41.3,0.22
"[37.44, 126.766]",2020-12-13 10:00:00,30.81,35.57,1.59
"[37.44, 126.766]",2020-12-13 11:00:00,29.0,32.42,3.0
"[37.44, 126.766]",2020-12-13 12:00:00,28.34,31.3,3.13
"[37.44, 126.766]",2020-12-13 13:00:00,28.31,31.23,11.27
"[37.44, 126.766]",2020-12-13 14:00:00,31.66,35.44,17.17
"[37.44, 126.766]",2020-12-13 15:00:00,31.08,35.43,28.61
"[37.44, 126.766]",2020-12-13 16:00:00,16.85,19.39,59.37
"[37.44, 126.766]",2020-12-13 17:00:00,9.41,11.39,59.37
"[37.44, 126.766]",2020-12-13 18:00:00,4.6,6.16,65.09
"[37.44, 126.766]",2020-12-13 19:00:00,3.59,5.02,67.23
"[37.44, 126.766]",2020-12-13 20:00:00,3.12,4.61,65.09
"[37.44, 126.766]",2020-12-13 21:00:00,3.37,5.0,64.37
"[37.44, 126.766]",2020-12-13 22:00:00,4.13,6.05,63.66
"[37.44, 126.766]",2020-12-13 23:00:00,4.72,6.96,60.08
"[37.44, 126.766]",2020-12-14 00:00:00,4.73,7.15,57.22
"[37.44, 126.766]",2020-12-14 01:00:00,4.82,7.44,53.64
"[37.44, 126.766]",2020-12-14 02:00:00,4.93,7.73,50.78
"[37.44, 126.766]",2020-12-14 03:00:00,4.82,7.61,50.07
"[37.44, 126.766]",2020-12-14 04:00:00,4.33,6.95,51.5
"[37.44, 126.766]",2020-12-14 05:00:00,3.93,6.41,52.21
"[37.44, 126.766]",2020-12-14 06:00:00,3.84,6.26,51.5
"[37.44, 126.766]",2020-12-14 07:00:00,4.41,6.94,41.84
"[37.44, 126.766]",2020-12-14 08:00:00,4.65,7.24,31.83
"[37.44, 126.766]",2020-12-14 09:00:00,4.47,7.01,34.33
"[37.44, 126.766]",2020-12-14 10:00:00,4.32,6.88,45.06
"[37.44, 126.766]",2020-12-14 11:00:00,4.28,6.9,52.93
"[37.44, 126.766]",2020-12-14 12:00:00,4.57,7.19,57.94
"[37.44, 126.766]",2020-12-14 13:00:00,3.99,6.09,65.09
"[37.44, 126.766]",2020-12-14 14:00:00,3.54,5.33,67.23
"[37.44, 126.766]",2020-12-14 15:00:00,3.15,4.83,65.09
"[37.44, 126.766]",2020-12-14 16:00:00,3.08,4.76,57.94
"[37.44, 126.766]",2020-12-14 17:00:00,3.27,5.13,45.06
"[37.44, 126.766]",2020-12-14 18:00:00,3.43,5.53,36.12
"[37.44, 126.766]",2020-12-14 19:00:00,3.78,6.08,34.69
"[37.44, 126.766]",2020-12-14 20:00:00,4.17,6.59,37.91
"[37.44, 126.766]",2020-12-14 21:00:00,4.68,7.11,40.05
"[37.44, 126.766]",2020-12-14 22:00:00,5.87,8.53,36.12
"[37.44, 126.766]",2020-12-14 23:00:00,8.2,11.87,28.97
"[37.44, 126.766]",2020-12-15 00:00:00,10.12,15.95,27.18
"[37.44, 126.766]",2020-12-15 01:00:00,10.01,18.05,32.19
"[37.44, 126.766]",2020-12-15 02:00:00,8.12,16.04,41.49
"[37.44, 126.766]",2020-12-15 03:00:00,6.31,12.48,49.35
"[37.44, 126.766]",2020-12-15 04:00:00,5.05,9.65,54.36
"[37.44, 126.766]",2020-12-15 05:00:00,4.41,8.13,55.08
"[37.44, 126.766]",2020-12-15 06:00:00,4.37,7.72,52.21
"[37.44, 126.766]",2020-12-15 07:00:00,5.09,8.38,41.13
"[37.44, 126.766]",2020-12-15 08:00:00,5.4,8.51,31.83
"[37.44, 126.766]",2020-12-15 09:00:00,5.0,7.83,37.55
"[37.44, 126.766]",2020-12-15 10:00:00,4.54,7.07,50.07
"[37.44, 126.766]",2020-12-15 11:00:00,4.36,6.81,56.51
"[37.44, 126.766]",2020-12-15 12:00:00,4.41,6.82,59.37
"[37.44, 126.766]",2020-12-15 13:00:00,4.37,6.64,62.23
"[37.44, 126.766]",2020-12-15 14:00:00,4.44,6.56,63.66
"[37.44, 126.766]",2020-12-15 15:00:00,4.55,6.62,63.66
"[37.44, 126.766]",2020-12-15 16:00:00,5.53,8.04,52.21
"[37.44, 126.766]",2020-12-15 17:00:00,6.64,9.64,26.46
"[37.44, 126.766]",2020-12-15 18:00:00,7.32,10.62,7.06
"[37.44, 126.766]",2020-12-15 19:00:00,8.36,12.09,3.22
"[37.44, 126.766]",2020-12-15 20:00:00,8.66,12.86,7.06
"[37.44, 126.766]",2020-12-15 21:00:00,8.62,13.28,18.42
"[37.44, 126.766]",2020-12-15 22:00:00,8.78,13.79,26.82
"[37.44, 126.766]",2020-12-15 23:00:00,9.58,15.11,25.75
"[37.44, 126.766]",2020-12-16 00:00:00,10.38,16.49,27.18
"[37.44, 126.766]",2020-12-16 01:00:00,11.35,18.04,30.04
"[37.44, 126.766]",2020-12-16 02:00:00,12.14,19.13,31.11
"[37.44, 126.766]",2020-12-16 03:00:00,12.52,19.45,30.4
"[37.44, 126.766]",2020-12-16 04:00:00,12.01,18.36,32.19
"[37.44, 126.766]",2020-12-16 05:00:00,10.57,15.81,37.19
"[37.44, 126.766]",2020-12-16 06:00:00,8.77,12.97,41.84
"[37.44, 126.766]",2020-12-16 07:00:00,7.96,11.63,36.48
"[37.44, 126.766]",2020-12-16 08:00:00,7.55,11.02,28.61
"[37.44, 126.766]",2020-12-16 09:00:00,7.07,10.36,33.26
"[37.44, 126.766]",2020-12-16 10:00:00,6.43,9.49,47.92
"[37.44, 126.766]",2020-12-16 11:00:00,5.96,8.9,57.94
"[37.44, 126.766]",2020-12-16 12:00:00,5.49,8.2,64.37
"[37.44, 126.766]",2020-12-16 13:00:00,4.71,6.96,70.81
"[37.44, 126.766]",2020-12-16 14:00:00,4.8,6.9,72.24
"[37.44, 126.766]",2020-12-16 15:00:00,5.17,7.33,70.81
"[37.44, 126.766]",2020-12-16 16:00:00,5.74,8.13,60.8
"[37.44, 126.766]",2020-12-16 17:00:00,6.25,8.87,41.84
"[37.44, 126.766]",2020-12-16 18:00:00,6.54,9.22,25.75
"[37.44, 126.766]",2020-12-16 19:00:00,7.12,10.01,20.74
"[37.44, 126.766]",2020-12-16 20:00:00,7.4,10.49,25.39
"[37.44, 126.766]",2020-12-16 21:00:00,7.63,10.86,32.9
"[37.44, 126.766]",2020-12-16 22:00:00,8.59,12.14,32.54
"[37.44, 126.766]",2020-12-16 23:00:00,9.87,13.95,26.11
"[37.44, 126.766]",2020-12-17 00:00:00,10.25,14.62,26.82
"[37.44, 126.766]",2020-12-17 01:00:00,10.62,15.17,29.33
"[37.44, 126.766]",2020-12-17 02:00:00,11.77,16.67,26.82
"[37.44, 126.766]",2020-12-17 03:00:00,13.28,18.76,21.46
"[37.44, 126.766]",2020-12-17 04:00:00,14.59,20.54,15.74
"[37.44, 126.766]",2020-12-17 05:00:00,15.42,21.77,11.18
"[37.44, 126.766]",2020-12-17 06:00:00,16.81,23.63,4.34
"[37.44, 126.766]",2020-12-17 07:00:00,20.78,28.58,0.14
"[37.44, 126.766]",2020-12-17 08:00:00,25.4,34.25,0.0
"[37.44, 126.766]",2020-12-17 09:00:00,25.9,35.22,2.15
"[37.44, 126.766]",2020-12-17 10:00:00,22.6,31.69,11.62
"[37.44, 126.766]",2020-12-17 11:00:00,20.51,29.24,21.46
"[37.44, 126.766]",2020-12-17 12:00:00,17.42,25.34,30.76
"[37.44, 126.766]",2020-12-17 13:00:00,12.99,18.78,44.7
"[37.44, 126.766]",2020-12-17 14:00:00,12.19,17.2,45.06
"[37.44, 126.766]",2020-12-17 15:00:00,11.79,16.3,38.27
"[37.44, 126.766]",2020-12-17 16:00:00,16.41,21.81,10.28
"[37.44, 126.766]",2020-12-17 17:00:00,24.96,32.64,0.81
"[37.44, 126.766]",2020-12-17 18:00:00,30.8,40.93,0.0
"[37.44, 126.766]",2020-12-17 19:00:00,34.32,46.55,0.0
"[37.44, 126.766]",2020-12-17 20:00:00,34.54,47.72,0.0
"[37.44, 126.766]",2020-12-17 21:00:00,30.16,42.89,0.0
"[37.44, 126.766]",2020-12-17 22:00:00,20.84,30.69,0.0
"[37.44, 126.766]",2020-12-17 23:00:00,18.94,26.66,0.0
"[37.44, 126.766]",2020-12-18 00:00:00,17.91,23.81,0.01
"[37.44, 126.766]",2020-12-18 01:00:00,20.17,24.33,0.17
"[37.44, 126.766]",2020-12-18 02:00:00,29.8,32.82,1.92
"[37.44, 126.766]",2020-12-18 03:00:00,44.44,47.03,8.4
"[37.44, 126.766]",2020-12-18 04:00:00,58.74,62.66,12.16
"[37.44, 126.766]",2020-12-18 05:00:00,63.84,70.14,9.21
"[37.44, 126.766]",2020-12-18 06:00:00,60.82,68.87,4.2
"[37.44, 126.766]",2020-12-18 07:00:00,59.42,68.86,0.14
"[37.44, 126.766]",2020-12-18 08:00:00,59.29,69.77,0.0
"[37.44, 126.766]",2020-12-18 09:00:00,56.6,67.7,0.27
"[37.44, 126.766]",2020-12-18 10:00:00,53.88,65.61,4.25
"[37.44, 126.766]",2020-12-18 11:00:00,50.51,62.54,11.8
"[37.44, 126.766]",2020-12-18 12:00:00,46.4,58.65,20.39
"[37.44, 126.766]",2020-12-18 13:00:00,25.52,33.22,48.64
"[37.44, 126.766]",2020-12-18 14:00:00,14.85,19.68,65.8
"[37.44, 126.766]",2020-12-18 15:00:00,10.39,13.86,72.96
"[37.44, 126.766]",2020-12-18 16:00:00,9.12,11.99,68.67
"[37.44, 126.766]",2020-12-18 17:00:00,9.36,12.17,52.93
"[37.44, 126.766]",2020-12-18 18:00:00,8.95,11.69,41.13
"[37.44, 126.766]",2020-12-18 19:00:00,8.82,11.7,38.98
"[37.44, 126.766]",2020-12-18 20:00:00,8.66,11.76,39.7
"[37.44, 126.766]",2020-12-18 21:00:00,9.16,12.63,40.41
"[37.44, 126.766]",2020-12-18 22:00:00,9.97,13.85,37.91
"[37.44, 126.766]",2020-12-18 23:00:00,9.89,14.11,36.12
"[37.44, 126.766]",2020-12-19 00:00:00,9.22,13.56,37.91
"[37.44, 126.766]",2020-12-19 01:00:00,8.86,13.25,41.49
"[37.44, 126.766]",2020-12-19 02:00:00,8.89,13.35,41.84
"[37.44, 126.766]",2020-12-19 03:00:00,8.9,13.36,40.41
"[37.44, 126.766]",2020-12-19 04:00:00,8.58,12.92,38.98
"[37.44, 126.766]",2020-12-19 05:00:00,7.96,12.13,37.55
"[37.44, 126.766]",2020-12-19 06:00:00,7.16,10.97,35.41
"[37.44, 126.766]",2020-12-19 07:00:00,7.35,11.11,23.6
"[37.44, 126.766]",2020-12-19 08:00:00,7.77,11.64,10.64
"[37.44, 126.766]",2020-12-19 09:00:00,7.63,11.49,13.77
"[37.44, 126.766]",2020-12-19 10:00:00,7.31,11.11,29.33
"[37.44, 126.766]",2020-12-19 11:00:00,6.53,10.12,41.13
"[37.44, 126.766]",2020-12-19 12:00:00,5.44,8.59,50.07
"[37.44, 126.766]",2020-12-19 13:00:00,3.15,5.01,66.52
"[37.44, 126.766]",2020-12-19 14:00:00,3.08,4.64,70.1
"[37.44, 126.766]",2020-12-19 15:00:00,3.91,5.6,69.38
"[37.44, 126.766]",2020-12-19 16:00:00,6.7,9.03,37.55
"[37.44, 126.766]",2020-12-19 17:00:00,11.46,14.9,4.2
"[37.44, 126.766]",2020-12-19 18:00:00,18.2,22.92,0.01
"[37.44, 126.766]",2020-12-19 19:00:00,27.72,33.96,0.0
"[37.44, 126.766]",2020-12-19 20:00:00,36.91,44.61,0.0
"[37.44, 126.766]",2020-12-19 21:00:00,43.61,52.35,0.0
"[37.44, 126.766]",2020-12-19 22:00:00,48.92,58.36,0.0
"[37.44, 126.766]",2020-12-19 23:00:00,50.17,59.73,0.0
"[37.44, 126.766]",2020-12-20 00:00:00,39.26,48.01,0.0
"[37.44, 126.766]",2020-12-20 01:00:00,16.25,22.04,0.78
"[37.44, 126.766]",2020-12-20 02:00:00,14.16,19.55,6.26
"[37.44, 126.766]",2020-12-20 03:00:00,15.15,20.65,10.37
"[37.44, 126.766]",2020-12-20 04:00:00,16.9,22.8,7.06
"[37.44, 126.766]",2020-12-20 05:00:00,19.1,25.58,1.54
"[37.44, 126.766]",2020-12-20 06:00:00,21.83,29.12,0.07
"[37.44, 126.766]",2020-12-20 07:00:00,28.27,37.02,0.0
"[37.44, 126.766]",2020-12-20 08:00:00,36.44,46.47,0.0
"[37.44, 126.766]",2020-12-20 09:00:00,38.06,48.32,1.05
"[37.44, 126.766]",2020-12-20 10:00:00,27.54,36.05,14.66
"[37.44, 126.766]",2020-12-20 11:00:00,25.42,34.16,28.61
"[37.44, 126.766]",2020-12-20 12:00:00,20.13,27.82,42.56
"[37.44, 126.766]",2020-12-20 13:00:00,13.1,18.35,62.94
"[37.44, 126.766]",2020-12-20 14:00:00,10.26,14.34,70.1
"[37.44, 126.766]",2020-12-20 15:00:00,9.01,12.42,71.53
"[37.44, 126.766]",2020-12-20 16:00:00,11.1,14.89,44.35
"[37.44, 126.766]",2020-12-20 17:00:00,14.15,18.58,8.67
"[37.44, 126.766]",2020-12-20 18:00:00,15.75,20.42,0.04
"[37.44, 126.766]",2020-12-20 19:00:00,18.65,23.97,0.0
"[37.44, 126.766]",2020-12-20 20:00:00,24.33,31.04,0.0
"[37.44, 126.766]",2020-12-20 21:00:00,32.1,40.62,0.0
"[37.44, 126.766]",2020-12-20 22:00:00,41.57,51.6,0.0
"[37.44, 126.766]",2020-12-20 23:00:00,45.82,56.2,0.0
"[37.44, 126.766]",2020-12-21 00:00:00,43.63,53.2,0.0
"[37.44, 126.766]",2020-12-21 01:00:00,40.13,49.12,0.0
"[37.44, 126.766]",2020-12-21 02:00:00,37.22,46.0,0.0
"[37.44, 126.766]",2020-12-21 03:00:00,34.45,43.25,0.0
"[37.44, 126.766]",2020-12-21 04:00:00,31.51,40.47,0.0
"[37.44, 126.766]",2020-12-21 05:00:00,30.17,39.28,0.0
"[37.44, 126.766]",2020-12-21 06:00:00,32.29,41.91,0.0
"[37.44, 126.766]",2020-12-21 07:00:00,41.36,52.15,0.0
"[37.44, 126.766]",2020-12-21 08:00:00,52.6,64.55,0.0
"[37.44, 126.766]",2020-12-21 09:00:00,57.68,69.72,0.49
"[37.44, 126.766]",2020-12-21 10:00:00,33.63,42.72,5.72
"[37.44, 126.766]",2020-12-21 11:00:00,34.0,43.19,11.98
"[37.44, 126.766]",2020-12-21 12:00:00,34.24,42.85,17.88
"[37.44, 126.766]",2020-12-21 13:00:00,26.76,31.79,36.84
"[37.44, 126.766]",2020-12-21 14:00:00,25.87,30.09,41.13
"[37.44, 126.766]",2020-12-21 15:00:00,25.08,29.07,38.62
"[37.44, 126.766]",2020-12-21 16:00:00,31.97,38.1,12.16
"[37.44, 126.766]",2020-12-21 17:00:00,44.5,54.12,1.35
"[37.44, 126.766]",2020-12-21 18:00:00,54.78,66.85,0.01
"[37.44, 126.766]",2020-12-21 19:00:00,65.58,79.63,0.0
"[37.44, 126.766]",2020-12-21 20:00:00,77.13,92.7,0.0
"[37.44, 126.766]",2020-12-21 21:00:00,86.85,103.58,0.0
"[37.44, 126.766]",2020-12-21 22:00:00,95.09,112.05,0.0
"[37.44, 126.766]",2020-12-21 23:00:00,97.84,114.34,0.0
"[37.44, 126.766]",2020-12-22 00:00:00,93.19,108.05,0.0
"[37.44, 126.766]",2020-12-22 01:00:00,83.91,97.26,0.0
"[37.44, 126.766]",2020-12-22 02:00:00,72.14,84.44,0.0
"[37.44, 126.766]",2020-12-22 03:00:00,60.92,72.41,0.0
"[37.44, 126.766]",2020-12-22 04:00:00,48.21,57.98,0.0
"[37.44, 126.766]",2020-12-22 05:00:00,42.16,50.89,0.0
"[37.44, 126.766]",2020-12-22 06:00:00,39.52,47.9,0.0
"[37.44, 126.766]",2020-12-22 07:00:00,41.86,51.09,0.0
"[37.44, 126.766]",2020-12-22 08:00:00,47.36,57.62,0.0
"[37.44, 126.766]",2020-12-22 09:00:00,51.32,61.93,0.53
"[37.44, 126.766]",2020-12-22 10:00:00,51.38,62.03,3.8
"[37.44, 126.766]",2020-12-22 11:00:00,47.37,57.12,8.32
"[37.44, 126.766]",2020-12-22 12:00:00,40.53,48.32,15.74
"[37.44, 126.766]",2020-12-22 13:00:00,32.51,37.99,62.23
"[37.44, 126.766]",2020-12-22 14:00:00,37.65,43.48,68.67
"[37.44, 126.766]",2020-12-22 15:00:00,41.81,47.82,70.1
"[37.44, 126.766]",2020-12-22 16:00:00,50.33,57.05,31.83
"[37.44, 126.766]",2020-12-22 17:00:00,53.95,61.54,2.48
"[37.44, 126.766]",2020-12-22 18:00:00,53.32,61.66,0.01
"[37.44, 126.766]",2020-12-22 19:00:00,55.9,65.54,0.0
"[37.44, 126.766]",2020-12-22 20:00:00,60.0,71.4,0.0
"[37.44, 126.766]",2020-12-22 21:00:00,63.92,77.67,0.0
"[37.44, 126.766]",2020-12-22 22:00:00,68.98,85.86,0.0
"[37.44, 126.766]",2020-12-22 23:00:00,72.12,90.36,0.0
"[37.44, 126.766]",2020-12-23 00:00:00,70.69,87.04,0.0
"[37.44, 126.766]",2020-12-23 01:00:00,67.13,79.9,0.0
"[37.44, 126.766]",2020-12-23 02:00:00,66.12,76.49,0.0
"[37.44, 126.766]",2020-12-23 03:00:00,67.23,76.37,0.0
"[37.44, 126.766]",2020-12-23 04:00:00,68.8,77.41,0.0
"[37.44, 126.766]",2020-12-23 05:00:00,70.58,79.13,0.0
"[37.44, 126.766]",2020-12-23 06:00:00,73.4,82.0,0.0
"[37.44, 126.766]",2020-12-23 07:00:00,78.89,88.27,0.0
"[37.44, 126.766]",2020-12-23 08:00:00,83.78,93.95,0.0
"[37.44, 126.766]",2020-12-23 09:00:00,83.55,94.25,0.03
"[37.44, 126.766]",2020-12-23 10:00:00,79.1,89.83,0.25
"[37.44, 126.766]",2020-12-23 11:00:00,78.76,89.68,1.14
"[37.44, 126.766]",2020-12-23 12:00:00,74.87,85.78,5.9
"[37.44, 126.766]",2020-12-23 13:00:00,59.18,68.97,30.76
"[37.44, 126.766]",2020-12-23 14:00:00,41.27,49.47,50.07
"[37.44, 126.766]",2020-12-23 15:00:00,32.78,40.52,54.36
"[37.44, 126.766]",2020-12-23 16:00:00,35.25,43.9,36.48
"[37.44, 126.766]",2020-12-23 17:00:00,40.17,49.96,8.94
"[37.44, 126.766]",2020-12-23 18:00:00,43.95,54.52,0.48
"[37.44, 126.766]",2020-12-23 19:00:00,48.58,59.61,0.06
"[37.44, 126.766]",2020-12-23 20:00:00,51.11,61.95,0.12
"[37.44, 126.766]",2020-12-23 21:00:00,50.74,60.78,1.22
"[37.44, 126.766]",2020-12-23 22:00:00,48.78,57.34,7.96
"[37.44, 126.766]",2020-12-23 23:00:00,45.06,52.66,27.9
"[37.44, 126.766]",2020-12-24 00:00:00,38.13,45.3,57.22
"[37.44, 126.766]",2020-12-24 01:00:00,34.65,41.5,65.8
"[37.44, 126.766]",2020-12-24 02:00:00,52.71,61.1,44.7
"[37.44, 126.766]",2020-12-24 03:00:00,95.42,109.66,24.32
"[37.44, 126.766]",2020-12-24 04:00:00,134.74,156.28,13.41
"[37.44, 126.766]",2020-12-24 05:00:00,150.36,175.16,4.34
"[37.44, 126.766]",2020-12-24 06:00:00,158.43,183.96,0.19
"[37.44, 126.766]",2020-12-24 07:00:00,165.81,191.63,0.0
"[37.44, 126.766]",2020-12-24 08:00:00,159.96,184.89,0.0
"[37.44, 126.766]",2020-12-24 09:00:00,124.62,146.72,1.5
"[37.44, 126.766]",2020-12-24 10:00:00,78.11,95.4,17.52
"[37.44, 126.766]",2020-12-24 11:00:00,53.31,67.15,35.76
"[37.44, 126.766]",2020-12-24 12:00:00,39.99,51.79,47.21
"[37.44, 126.766]",2020-12-24 13:00:00,22.01,29.27,65.09
"[37.44, 126.766]",2020-12-24 14:00:00,16.8,22.39,67.23
"[37.44, 126.766]",2020-12-24 15:00:00,12.44,16.58,66.52
"[37.44, 126.766]",2020-12-24 16:00:00,9.64,12.79,57.94
"[37.44, 126.766]",2020-12-24 17:00:00,8.49,11.27,41.13
"[37.44, 126.766]",2020-12-24 18:00:00,8.48,11.3,24.68
"[37.44, 126.766]",2020-12-24 19:00:00,9.68,13.02,12.7
"[37.44, 126.766]",2020-12-24 20:00:00,10.88,14.71,8.14
"[37.44, 126.766]",2020-12-24 21:00:00,11.42,15.38,10.46
"[37.44, 126.766]",2020-12-24 22:00:00,12.7,16.84,7.15
"[37.44, 126.766]",2020-12-24 23:00:00,14.98,19.71,1.42
"[37.44, 126.766]",2020-12-25 00:00:00,16.37,21.44,0.53
"[37.44, 126.766]",2020-12-25 01:00:00,17.08,22.26,0.89
"[37.44, 126.766]",2020-12-25 02:00:00,17.8,23.04,1.81
"[37.44, 126.766]",2020-12-25 03:00:00,19.43,24.89,2.03
"[37.44, 126.766]",2020-12-25 04:00:00,20.69,26.21,3.35
"[37.44, 126.766]",2020-12-25 05:00:00,21.78,26.99,7.78
"[37.44, 126.766]",2020-12-25 06:00:00,24.81,30.71,8.49
"[37.44, 126.766]",2020-12-25 07:00:00,28.81,37.08,2.28
"[37.44, 126.766]",2020-12-25 08:00:00,32.51,42.76,0.02
"[37.44, 126.766]",2020-12-25 09:00:00,34.38,45.56,1.81
"[37.44, 126.766]",2020-12-25 10:00:00,34.21,45.62,8.76
"[37.44, 126.766]",2020-12-25 11:00:00,30.2,40.46,16.63
"[37.44, 126.766]",2020-12-25 12:00:00,23.42,31.75,26.82
"[37.44, 126.766]",2020-12-25 13:00:00,12.84,18.29,55.79
"[37.44, 126.766]",2020-12-25 14:00:00,10.85,16.27,67.23
"[37.44, 126.766]",2020-12-25 15:00:00,10.64,16.45,70.81
"[37.44, 126.766]",2020-12-25 16:00:00,13.86,20.42,34.69
"[37.44, 126.766]",2020-12-25 17:00:00,18.59,26.27,4.25
"[37.44, 126.766]",2020-12-25 18:00:00,22.24,30.9,0.02
"[37.44, 126.766]",2020-12-25 19:00:00,26.83,36.68,0.0
"[37.44, 126.766]",2020-12-25 20:00:00,27.86,38.22,0.0
"[37.44, 126.766]",2020-12-25 21:00:00,23.34,33.16,0.0
"[37.44, 126.766]",2020-12-25 22:00:00,19.3,29.12,0.0
"[37.44, 126.766]",2020-12-25 23:00:00,21.47,33.64,0.0
"[37.44, 126.766]",2020-12-26 00:00:00,21.94,36.47,0.0
"[37.44, 126.766]",2020-12-26 01:00:00,19.7,34.14,0.0
"[37.44, 126.766]",2020-12-26 02:00:00,17.78,29.69,0.03
"[37.44, 126.766]",2020-12-26 03:00:00,18.39,28.47,2.44
"[37.44, 126.766]",2020-12-26 04:00:00,21.01,31.25,17.52
"[37.44, 126.766]",2020-12-26 05:00:00,24.16,35.04,24.68
"[37.44, 126.766]",2020-12-26 06:00:00,29.11,41.29,24.32
"[37.44, 126.766]",2020-12-26 07:00:00,36.02,50.2,5.23
"[37.44, 126.766]",2020-12-26 08:00:00,47.2,64.74,0.08
"[37.44, 126.766]",2020-12-26 09:00:00,61.55,83.73,0.84
"[37.44, 126.766]",2020-12-26 10:00:00,70.82,95.48,6.17
"[37.44, 126.766]",2020-12-26 11:00:00,71.43,96.23,12.34
"[37.44, 126.766]",2020-12-26 12:00:00,71.44,96.66,19.67
"[37.44, 126.766]",2020-12-26 13:00:00,64.88,91.25,40.41
"[37.44, 126.766]",2020-12-26 14:00:00,65.64,92.89,41.84
"[37.44, 126.766]",2020-12-26 15:00:00,67.24,95.02,37.91
"[37.44, 126.766]",2020-12-26 16:00:00,79.46,107.61,12.88
"[37.44, 126.766]",2020-12-26 17:00:00,86.57,115.15,1.5
"[37.44, 126.766]",2020-12-26 18:00:00,91.64,120.83,0.01
"[37.44, 126.766]",2020-12-26 19:00:00,99.94,129.63,0.0
